region,country,state,city,month,day,year,avgtemperature
Africa,Central African Republic,NULL,Bangui,9,1,1995,79.3
Africa,Central African Republic,NULL,Bangui,10,1,1995,-99
Africa,Central African Republic,NULL,Bangui,11,1,1995,74.8
Africa,Central African Republic,NULL,Bangui,12,1,1995,-99
Africa,Egypt,NULL,Cairo,3,1,1995,62.3
Africa,Egypt,NULL,Cairo,4,1,1995,65
Africa,Egypt,NULL,Cairo,5,1,1995,73.9
Africa,Egypt,NULL,Cairo,6,1,1995,77.4
Africa,Congo,NULL,Brazzaville,1,1,1995,79.9
Africa,Congo,NULL,Brazzaville,2,1,1995,79.3
Africa,Congo,NULL,Brazzaville,3,1,1995,79.7
Africa,Congo,NULL,Brazzaville,4,1,1995,77.7
Africa,Congo,NULL,Brazzaville,5,1,1995,84.1
Africa,Congo,NULL,Brazzaville,6,1,1995,76.3
Africa,Congo,NULL,Brazzaville,7,1,1995,73.7
Africa,Congo,NULL,Brazzaville,8,1,1995,75.4
Africa,Congo,NULL,Brazzaville,9,1,1995,76.3
Africa,Congo,NULL,Brazzaville,10,1,1995,79.2
Africa,Congo,NULL,Brazzaville,11,1,1995,79.8
Africa,Congo,NULL,Brazzaville,12,1,1995,79
Africa,Egypt,NULL,Cairo,1,1,1995,59.2
Africa,Egypt,NULL,Cairo,2,1,1995,58.1
Africa,Egypt,NULL,Cairo,7,1,1995,98.9
Africa,Egypt,NULL,Cairo,8,1,1995,80.4
Africa,Egypt,NULL,Cairo,9,1,1995,81.1
Africa,Egypt,NULL,Cairo,10,1,1995,76.8
Africa,Egypt,NULL,Cairo,11,1,1995,66.4
Africa,Egypt,NULL,Cairo,12,1,1995,63.7
Africa,Ethiopia,NULL,Addis Ababa,1,1,1995,61.2
Africa,Ethiopia,NULL,Addis Ababa,2,1,1995,63.7
Africa,Ethiopia,NULL,Addis Ababa,3,1,1995,63
Africa,Ethiopia,NULL,Addis Ababa,4,1,1995,65.4
Africa,Ethiopia,NULL,Addis Ababa,5,1,1995,68.3
Africa,Ethiopia,NULL,Addis Ababa,6,1,1995,64
Africa,Ethiopia,NULL,Addis Ababa,7,1,1995,59.4
Africa,Ethiopia,NULL,Addis Ababa,8,1,1995,60.4
Africa,Ethiopia,NULL,Addis Ababa,9,1,1995,59.9
Africa,Ethiopia,NULL,Addis Ababa,10,1,1995,63
Africa,Ethiopia,NULL,Addis Ababa,11,1,1995,60.6
Africa,Ethiopia,NULL,Addis Ababa,12,1,1995,61.5
Africa,Gabon,NULL,Libreville,2,1,1995,-99
Africa,Gabon,NULL,Libreville,3,1,1995,81.9
Africa,Gabon,NULL,Libreville,4,1,1995,-99
Africa,Gabon,NULL,Libreville,5,1,1995,80.2
Africa,Gabon,NULL,Libreville,6,1,1995,80
Africa,Gabon,NULL,Libreville,7,1,1995,78.4
Africa,Gabon,NULL,Libreville,8,1,1995,78.5
Africa,Gabon,NULL,Libreville,9,1,1995,77.6
Africa,Gabon,NULL,Libreville,10,1,1995,79
Africa,Gabon,NULL,Libreville,11,1,1995,78.5
Africa,Gabon,NULL,Libreville,12,1,1995,82.5
Africa,Gambia,NULL,Banjul,1,1,1995,76.5
Africa,Gambia,NULL,Banjul,2,1,1995,76.6
Africa,Gambia,NULL,Banjul,3,1,1995,76.3
Africa,Gambia,NULL,Banjul,4,1,1995,72.8
Africa,Gambia,NULL,Banjul,5,1,1995,75.6
Africa,Gambia,NULL,Banjul,6,1,1995,77.8
Africa,Gambia,NULL,Banjul,7,1,1995,84.6
Africa,Gambia,NULL,Banjul,8,1,1995,81
Africa,Gambia,NULL,Banjul,9,1,1995,80.3
Africa,Gambia,NULL,Banjul,10,1,1995,85.8
Africa,Gambia,NULL,Banjul,11,1,1995,80.9
Africa,Gambia,NULL,Banjul,12,1,1995,78.5
Africa,Guinea,NULL,Conakry,1,1,1995,80.2
Africa,Guinea,NULL,Conakry,2,1,1995,82.7
Africa,Guinea,NULL,Conakry,3,1,1995,83.5
Africa,Guinea,NULL,Conakry,4,1,1995,82.4
Africa,Guinea,NULL,Conakry,5,1,1995,82.4
Africa,Guinea,NULL,Conakry,6,1,1995,81.1
Africa,Guinea,NULL,Conakry,7,1,1995,78.1
Africa,Guinea,NULL,Conakry,8,1,1995,77.2
Africa,Guinea,NULL,Conakry,9,1,1995,-99
Africa,Guinea,NULL,Conakry,10,1,1995,-99
Africa,Guinea,NULL,Conakry,11,1,1995,80.7
Africa,Guinea,NULL,Conakry,12,1,1995,80.2
Africa,Guinea-Bissau,NULL,Bissau,1,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,2,1,1995,81.3
Africa,Guinea-Bissau,NULL,Bissau,3,1,1995,76.8
Africa,Guinea-Bissau,NULL,Bissau,4,1,1995,87.5
Africa,Guinea-Bissau,NULL,Bissau,5,1,1995,77.6
Africa,Guinea-Bissau,NULL,Bissau,6,1,1995,84.4
Africa,Guinea-Bissau,NULL,Bissau,7,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,8,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,9,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,10,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,11,1,1995,-99
Africa,Guinea-Bissau,NULL,Bissau,12,1,1995,-99
Africa,Ivory Coast,NULL,Abidjan,1,1,1995,82.6
Africa,Ivory Coast,NULL,Abidjan,2,1,1995,81.1
Africa,Ivory Coast,NULL,Abidjan,3,1,1995,83.4
Africa,Ivory Coast,NULL,Abidjan,4,1,1995,83.9
Africa,Ivory Coast,NULL,Abidjan,5,1,1995,81.1
Africa,Ivory Coast,NULL,Abidjan,6,1,1995,81.6
Africa,Ivory Coast,NULL,Abidjan,7,1,1995,80.8
Africa,Ivory Coast,NULL,Abidjan,8,1,1995,78.6
Africa,Ivory Coast,NULL,Abidjan,9,1,1995,78.1
Africa,Ivory Coast,NULL,Abidjan,10,1,1995,77.4
Africa,Ivory Coast,NULL,Abidjan,11,1,1995,81.6
Africa,Ivory Coast,NULL,Abidjan,12,1,1995,83.4
Africa,Kenya,NULL,Nairobi,1,1,1995,-99
Africa,Kenya,NULL,Nairobi,2,1,1995,66.5
Africa,Kenya,NULL,Nairobi,3,1,1995,73
Africa,Kenya,NULL,Nairobi,4,1,1995,67.7
Africa,Kenya,NULL,Nairobi,5,1,1995,67.9
Africa,Kenya,NULL,Nairobi,6,1,1995,68.9
Africa,Kenya,NULL,Nairobi,7,1,1995,-99
Africa,Kenya,NULL,Nairobi,8,1,1995,62.8
Africa,Kenya,NULL,Nairobi,9,1,1995,70.3
Africa,Kenya,NULL,Nairobi,10,1,1995,63.6
Africa,Kenya,NULL,Nairobi,11,1,1995,71.5
Africa,Kenya,NULL,Nairobi,12,1,1995,-99
Africa,Morocco,NULL,Rabat,1,1,1995,59.6
Africa,Morocco,NULL,Rabat,2,1,1995,57.4
Africa,Morocco,NULL,Rabat,3,1,1995,57.8
Africa,Morocco,NULL,Rabat,4,1,1995,68.7
Africa,Morocco,NULL,Rabat,5,1,1995,68.9
Africa,Morocco,NULL,Rabat,6,1,1995,68.9
Africa,Morocco,NULL,Rabat,7,1,1995,68.7
Africa,Morocco,NULL,Rabat,8,1,1995,72.6
Africa,Morocco,NULL,Rabat,9,1,1995,78.9
Africa,Morocco,NULL,Rabat,10,1,1995,65.3
Africa,Morocco,NULL,Rabat,11,1,1995,70.9
Africa,Morocco,NULL,Rabat,12,1,1995,56.8
Africa,Madagascar,NULL,Antananarivo,1,1,1995,70.2
Africa,Madagascar,NULL,Antananarivo,2,1,1995,69.9
Africa,Madagascar,NULL,Antananarivo,3,1,1995,70.6
Africa,Madagascar,NULL,Antananarivo,4,1,1995,71.9
Africa,Madagascar,NULL,Antananarivo,5,1,1995,67.3
Africa,Madagascar,NULL,Antananarivo,6,1,1995,64.3
Africa,Madagascar,NULL,Antananarivo,7,1,1995,57.4
Africa,Madagascar,NULL,Antananarivo,8,1,1995,57.4
Africa,Madagascar,NULL,Antananarivo,11,1,1995,66.5
Africa,Madagascar,NULL,Antananarivo,12,1,1995,77.7
Africa,Madagascar,NULL,Antananarivo,9,1,1995,58.9
Africa,Madagascar,NULL,Antananarivo,10,1,1995,62.9
Africa,Mauritania,NULL,Nouakchott,1,1,1995,71.9
Africa,Mauritania,NULL,Nouakchott,2,1,1995,75.4
Africa,Mauritania,NULL,Nouakchott,6,1,1995,66.9
Africa,Mauritania,NULL,Nouakchott,7,1,1995,86.8
Africa,Mauritania,NULL,Nouakchott,8,1,1995,82.3
Africa,Mauritania,NULL,Nouakchott,9,1,1995,-99
Africa,Mauritania,NULL,Nouakchott,10,1,1995,90
Africa,Mauritania,NULL,Nouakchott,11,1,1995,83.8
Africa,Mauritania,NULL,Nouakchott,12,1,1995,70.2
Africa,Mauritania,NULL,Nouakchott,3,1,1995,69.2
Africa,Mauritania,NULL,Nouakchott,4,1,1995,70.5
Africa,Mauritania,NULL,Nouakchott,5,1,1995,74.8
Africa,Malawi,NULL,Lilongwe,1,1,1995,69.5
Africa,Malawi,NULL,Lilongwe,2,1,1995,70.1
Africa,Malawi,NULL,Lilongwe,3,1,1995,-99
Africa,Malawi,NULL,Lilongwe,11,1,1995,69.3
Africa,Malawi,NULL,Lilongwe,12,1,1995,78.4
Africa,Malawi,NULL,Lilongwe,4,1,1995,70.5
Africa,Malawi,NULL,Lilongwe,5,1,1995,66.3
Africa,Malawi,NULL,Lilongwe,6,1,1995,-99
Africa,Malawi,NULL,Lilongwe,7,1,1995,-99
Africa,Malawi,NULL,Lilongwe,8,1,1995,62.5
Africa,Mozambique,NULL,Maputo,1,1,1995,81.1
Africa,Mozambique,NULL,Maputo,2,1,1995,-99
Africa,Mozambique,NULL,Maputo,7,1,1995,66.7
Africa,Mozambique,NULL,Maputo,8,1,1995,69.7
Africa,Mozambique,NULL,Maputo,9,1,1995,69.1
Africa,Mozambique,NULL,Maputo,3,1,1995,81.5
Africa,Mozambique,NULL,Maputo,4,1,1995,75.4
Africa,Mozambique,NULL,Maputo,5,1,1995,71.2
Africa,Mozambique,NULL,Maputo,6,1,1995,66.4
Africa,Mozambique,NULL,Maputo,10,1,1995,74.3
Africa,Mozambique,NULL,Maputo,11,1,1995,73.9
Africa,Mozambique,NULL,Maputo,12,1,1995,74.1
Africa,Malawi,NULL,Lilongwe,9,1,1995,64.4
Africa,Malawi,NULL,Lilongwe,10,1,1995,-99
Africa,Namibia,NULL,Windhoek,1,1,1995,74.7
Africa,Namibia,NULL,Windhoek,4,1,1995,69.8
Africa,Namibia,NULL,Windhoek,5,1,1995,67.8
Africa,Namibia,NULL,Windhoek,6,1,1995,61
Africa,Namibia,NULL,Windhoek,7,1,1995,53.9
Africa,Namibia,NULL,Windhoek,8,1,1995,64.1
Africa,Namibia,NULL,Windhoek,9,1,1995,72.8
Africa,Namibia,NULL,Windhoek,10,1,1995,67.1
Africa,Namibia,NULL,Windhoek,11,1,1995,71.3
Africa,Namibia,NULL,Windhoek,12,1,1995,69.1
Africa,Namibia,NULL,Windhoek,2,1,1995,82.6
Africa,Namibia,NULL,Windhoek,3,1,1995,73.5
Africa,Nigeria,NULL,Niamey,1,1,1995,74
Africa,Nigeria,NULL,Niamey,2,1,1995,76
Africa,Nigeria,NULL,Niamey,3,1,1995,87.3
Africa,Nigeria,NULL,Niamey,4,1,1995,92.4
Africa,Nigeria,NULL,Niamey,12,1,1995,78.6
Africa,Nigeria,NULL,Niamey,9,1,1995,83
Africa,Nigeria,NULL,Niamey,10,1,1995,89.8
Africa,Nigeria,NULL,Niamey,11,1,1995,89.9
Africa,Nigeria,NULL,Niamey,5,1,1995,96.1
Africa,Nigeria,NULL,Niamey,6,1,1995,92.3
Africa,Nigeria,NULL,Niamey,7,1,1995,85.9
Africa,Nigeria,NULL,Niamey,8,1,1995,79.1
Africa,Senegal,NULL,Dakar,1,1,1995,70.8
Africa,Senegal,NULL,Dakar,2,1,1995,70.8
Africa,Senegal,NULL,Dakar,3,1,1995,68.8
Africa,Senegal,NULL,Dakar,11,1,1995,80.8
Africa,Senegal,NULL,Dakar,12,1,1995,76
Africa,Senegal,NULL,Dakar,4,1,1995,69.2
Africa,Senegal,NULL,Dakar,5,1,1995,70.6
Africa,Senegal,NULL,Dakar,6,1,1995,74.4
Africa,Senegal,NULL,Dakar,7,1,1995,80.5
Africa,Senegal,NULL,Dakar,8,1,1995,82.4
Africa,Senegal,NULL,Dakar,9,1,1995,82.2
Africa,Senegal,NULL,Dakar,10,1,1995,83
Africa,Sierra Leone,NULL,Freetown,1,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,2,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,3,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,4,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,8,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,9,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,10,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,5,1,1995,86
Africa,Sierra Leone,NULL,Freetown,6,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,7,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,11,1,1995,-99
Africa,Sierra Leone,NULL,Freetown,12,1,1995,83.3
Africa,South Africa,NULL,Capetown,5,1,1995,60.2
Africa,South Africa,NULL,Capetown,6,1,1995,50
Africa,South Africa,NULL,Capetown,7,1,1995,53.9
Africa,South Africa,NULL,Capetown,1,1,1995,66.8
Africa,South Africa,NULL,Capetown,2,1,1995,65.9
Africa,South Africa,NULL,Capetown,3,1,1995,73.7
Africa,South Africa,NULL,Capetown,4,1,1995,65.9
Africa,South Africa,NULL,Capetown,8,1,1995,56.1
Africa,South Africa,NULL,Capetown,9,1,1995,56.1
Africa,South Africa,NULL,Capetown,10,1,1995,59.5
Africa,South Africa,NULL,Capetown,11,1,1995,64.1
Africa,South Africa,NULL,Capetown,12,1,1995,63.8
Africa,Togo,NULL,Lome,3,1,1995,83.2
Africa,Togo,NULL,Lome,4,1,1995,85.2
Africa,Togo,NULL,Lome,5,1,1995,83.2
Africa,Togo,NULL,Lome,6,1,1995,83.7
Africa,Togo,NULL,Lome,11,1,1995,80.7
Africa,Togo,NULL,Lome,12,1,1995,-99
Africa,Togo,NULL,Lome,1,1,1995,81.4
Africa,Togo,NULL,Lome,2,1,1995,83.5
Africa,Togo,NULL,Lome,7,1,1995,79.3
Africa,Togo,NULL,Lome,8,1,1995,78.9
Africa,Togo,NULL,Lome,9,1,1995,78.3
Africa,Togo,NULL,Lome,10,1,1995,79.8
Africa,Tunisia,NULL,Tunis,1,1,1995,63.4
Africa,Tunisia,NULL,Tunis,2,1,1995,52.4
Africa,Tunisia,NULL,Tunis,3,1,1995,62.5
Africa,Tunisia,NULL,Tunis,4,1,1995,53.7
Africa,Tunisia,NULL,Tunis,5,1,1995,62.4
Africa,Tunisia,NULL,Tunis,9,1,1995,83.1
Africa,Tunisia,NULL,Tunis,10,1,1995,71
Africa,Tunisia,NULL,Tunis,11,1,1995,67.2
Africa,Tunisia,NULL,Tunis,12,1,1995,60.4
Africa,Tunisia,NULL,Tunis,6,1,1995,67.5
Africa,Tunisia,NULL,Tunis,7,1,1995,78.2
Africa,Tunisia,NULL,Tunis,8,1,1995,81.1
Africa,Tanzania,NULL,Dar Es Salaam,1,1,1995,81.4
Africa,Tanzania,NULL,Dar Es Salaam,7,1,1995,70.3
Africa,Tanzania,NULL,Dar Es Salaam,8,1,1995,75.6
Africa,Tanzania,NULL,Dar Es Salaam,9,1,1995,78.8
Africa,Tanzania,NULL,Dar Es Salaam,10,1,1995,77.4
Africa,Tanzania,NULL,Dar Es Salaam,11,1,1995,78.7
Africa,Tanzania,NULL,Dar Es Salaam,12,1,1995,83.2
Africa,Tanzania,NULL,Dar Es Salaam,4,1,1995,-99
Africa,Tanzania,NULL,Dar Es Salaam,5,1,1995,77.9
Africa,Tanzania,NULL,Dar Es Salaam,6,1,1995,75.3
Africa,Tanzania,NULL,Dar Es Salaam,2,1,1995,82.5
Africa,Tanzania,NULL,Dar Es Salaam,3,1,1995,85.6
Africa,Uganda,NULL,Kampala,1,1,1995,-99
Africa,Uganda,NULL,Kampala,2,1,1995,72.9
Africa,Uganda,NULL,Kampala,3,1,1995,74.1
Africa,Uganda,NULL,Kampala,11,1,1995,70.3
Africa,Uganda,NULL,Kampala,12,1,1995,73.9
Africa,Uganda,NULL,Kampala,8,1,1995,-99
Africa,Uganda,NULL,Kampala,9,1,1995,-99
Africa,Uganda,NULL,Kampala,10,1,1995,68.9
Africa,Uganda,NULL,Kampala,4,1,1995,76.4
Africa,Uganda,NULL,Kampala,5,1,1995,72.2
Africa,Uganda,NULL,Kampala,6,1,1995,71.7
Africa,Uganda,NULL,Kampala,7,1,1995,-99
Africa,Zambia,NULL,Lusaka,1,1,1995,73.4
Africa,Zambia,NULL,Lusaka,2,1,1995,76.4
Africa,Zambia,NULL,Lusaka,3,1,1995,71.3
Africa,Zambia,NULL,Lusaka,4,1,1995,78.3
Africa,Zambia,NULL,Lusaka,5,1,1995,72.1
Africa,Zambia,NULL,Lusaka,9,1,1995,71.2
Africa,Zambia,NULL,Lusaka,10,1,1995,85.9
Africa,Zambia,NULL,Lusaka,11,1,1995,74.6
Africa,Zambia,NULL,Lusaka,12,1,1995,70.5
Africa,Zambia,NULL,Lusaka,6,1,1995,67.2
Africa,Zambia,NULL,Lusaka,7,1,1995,67
Africa,Zambia,NULL,Lusaka,8,1,1995,73.2
Asia,Bangladesh,NULL,Dhaka,1,1,1995,64.8
Asia,Bangladesh,NULL,Dhaka,6,1,1995,88.3
Asia,Bangladesh,NULL,Dhaka,7,1,1995,84.6
Asia,Bangladesh,NULL,Dhaka,8,1,1995,87
Asia,Bangladesh,NULL,Dhaka,2,1,1995,72.2
Asia,Bangladesh,NULL,Dhaka,3,1,1995,-99
Asia,Bangladesh,NULL,Dhaka,4,1,1995,86.4
Asia,Bangladesh,NULL,Dhaka,5,1,1995,-99
Asia,Bangladesh,NULL,Dhaka,9,1,1995,-99
Asia,Bangladesh,NULL,Dhaka,10,1,1995,82.2
Asia,Bangladesh,NULL,Dhaka,11,1,1995,79
Asia,Bangladesh,NULL,Dhaka,12,1,1995,68.5
Asia,China,NULL,Beijing,5,1,1995,55.3
Asia,China,NULL,Beijing,6,1,1995,66.5
Asia,China,NULL,Beijing,7,1,1995,68.3
Asia,China,NULL,Beijing,8,1,1995,79.4
Asia,China,NULL,Beijing,1,1,1995,28
Asia,China,NULL,Beijing,2,1,1995,26.7
Asia,China,NULL,Beijing,3,1,1995,36.8
Asia,China,NULL,Beijing,4,1,1995,45.7
Asia,China,NULL,Beijing,9,1,1995,68.9
Asia,China,NULL,Beijing,10,1,1995,65.5
Asia,China,NULL,Beijing,11,1,1995,41.8
Asia,China,NULL,Beijing,12,1,1995,37
Asia,China,NULL,Chengdu,1,1,1995,36.8
Asia,China,NULL,Chengdu,2,1,1995,41.5
Asia,China,NULL,Chengdu,3,1,1995,50
Asia,China,NULL,Chengdu,12,1,1995,48.6
Asia,China,NULL,Chengdu,8,1,1995,81.9
Asia,China,NULL,Chengdu,9,1,1995,83.5
Asia,China,NULL,Chengdu,10,1,1995,67.8
Asia,China,NULL,Chengdu,11,1,1995,57.4
Asia,China,NULL,Chengdu,4,1,1995,52
Asia,China,NULL,Chengdu,5,1,1995,69.8
Asia,China,NULL,Chengdu,6,1,1995,81.2
Asia,China,NULL,Chengdu,7,1,1995,71.8
Asia,China,NULL,Guangzhou,1,1,1995,56.8
Asia,China,NULL,Guangzhou,2,1,1995,53.5
Asia,China,NULL,Guangzhou,10,1,1995,83.4
Asia,China,NULL,Guangzhou,11,1,1995,70.3
Asia,China,NULL,Guangzhou,12,1,1995,68
Asia,China,NULL,Guangzhou,3,1,1995,55.9
Asia,China,NULL,Guangzhou,4,1,1995,61.7
Asia,China,NULL,Guangzhou,5,1,1995,81.6
Asia,China,NULL,Guangzhou,6,1,1995,84.9
Asia,China,NULL,Guangzhou,7,1,1995,83.6
Asia,China,NULL,Guangzhou,8,1,1995,83.6
Asia,China,NULL,Guangzhou,9,1,1995,80.4
Asia,China,NULL,Shanghai,1,1,1995,40.1
Asia,China,NULL,Shanghai,2,1,1995,33.9
Asia,China,NULL,Shanghai,3,1,1995,45.5
Asia,China,NULL,Shanghai,4,1,1995,52
Asia,China,NULL,Shanghai,9,1,1995,86.2
Asia,China,NULL,Shanghai,10,1,1995,72.8
Asia,China,NULL,Shanghai,11,1,1995,48.8
Asia,China,NULL,Shanghai,12,1,1995,44.3
Asia,China,NULL,Shanghai,5,1,1995,65.3
Asia,China,NULL,Shanghai,6,1,1995,70.7
Asia,China,NULL,Shanghai,7,1,1995,76.8
Asia,China,NULL,Shanghai,8,1,1995,86.1
Asia,China,NULL,Shenyang,1,1,1995,14
Asia,China,NULL,Shenyang,2,1,1995,16
Asia,China,NULL,Shenyang,3,1,1995,29.8
Asia,China,NULL,Shenyang,12,1,1995,21.7
Asia,China,NULL,Shenyang,4,1,1995,30.6
Asia,China,NULL,Shenyang,5,1,1995,55.3
Asia,China,NULL,Shenyang,6,1,1995,68.2
Asia,China,NULL,Shenyang,7,1,1995,73
Asia,China,NULL,Shenyang,8,1,1995,77.6
Asia,China,NULL,Shenyang,9,1,1995,71.3
Asia,China,NULL,Shenyang,10,1,1995,64.7
Asia,China,NULL,Shenyang,11,1,1995,30.2
Asia,Hong Kong,NULL,Hong Kong,1,1,1995,64.2
Asia,Hong Kong,NULL,Hong Kong,3,1,1995,57.7
Asia,Hong Kong,NULL,Hong Kong,4,1,1995,62.4
Asia,Hong Kong,NULL,Hong Kong,5,1,1995,82.2
Asia,Hong Kong,NULL,Hong Kong,10,1,1995,84
Asia,Hong Kong,NULL,Hong Kong,11,1,1995,74.6
Asia,Hong Kong,NULL,Hong Kong,12,1,1995,67.9
Asia,Hong Kong,NULL,Hong Kong,6,1,1995,84.4
Asia,Hong Kong,NULL,Hong Kong,7,1,1995,84.4
Asia,Hong Kong,NULL,Hong Kong,8,1,1995,84.3
Asia,Hong Kong,NULL,Hong Kong,9,1,1995,82.8
Asia,Hong Kong,NULL,Hong Kong,2,1,1995,57.4
Asia,India,NULL,Bombay (Mumbai),1,1,1995,71.8
Asia,India,NULL,Bombay (Mumbai),4,1,1995,77.9
Asia,India,NULL,Bombay (Mumbai),5,1,1995,86.2
Asia,India,NULL,Bombay (Mumbai),6,1,1995,87.2
Asia,India,NULL,Bombay (Mumbai),7,1,1995,87.3
Asia,India,NULL,Bombay (Mumbai),11,1,1995,82.5
Asia,India,NULL,Bombay (Mumbai),12,1,1995,76.5
Asia,India,NULL,Bombay (Mumbai),8,1,1995,81.3
Asia,India,NULL,Bombay (Mumbai),9,1,1995,78.4
Asia,India,NULL,Bombay (Mumbai),10,1,1995,81.9
Asia,India,NULL,Bombay (Mumbai),2,1,1995,78.9
Asia,India,NULL,Bombay (Mumbai),3,1,1995,74.2
Asia,India,NULL,Calcutta,1,1,1995,63
Asia,India,NULL,Calcutta,10,1,1995,83.6
Asia,India,NULL,Calcutta,11,1,1995,78.7
Asia,India,NULL,Calcutta,12,1,1995,69.9
Asia,India,NULL,Calcutta,2,1,1995,63.2
Asia,India,NULL,Calcutta,3,1,1995,77.2
Asia,India,NULL,Calcutta,4,1,1995,85.5
Asia,India,NULL,Calcutta,5,1,1995,90.9
Asia,India,NULL,Calcutta,6,1,1995,89
Asia,India,NULL,Calcutta,7,1,1995,84.4
Asia,India,NULL,Calcutta,8,1,1995,84.7
Asia,India,NULL,Calcutta,9,1,1995,83.1
Asia,India,NULL,Chennai (Madras),1,1,1995,72.4
Asia,India,NULL,Chennai (Madras),2,1,1995,77.9
Asia,India,NULL,Chennai (Madras),3,1,1995,80.3
Asia,India,NULL,Chennai (Madras),4,1,1995,84.7
Asia,India,NULL,Chennai (Madras),12,1,1995,77.6
Asia,India,NULL,Chennai (Madras),8,1,1995,87.1
Asia,India,NULL,Chennai (Madras),9,1,1995,86.9
Asia,India,NULL,Chennai (Madras),10,1,1995,81.8
Asia,India,NULL,Chennai (Madras),11,1,1995,83.5
Asia,India,NULL,Chennai (Madras),5,1,1995,88.4
Asia,India,NULL,Chennai (Madras),6,1,1995,90.5
Asia,India,NULL,Chennai (Madras),7,1,1995,89.4
Asia,India,NULL,Delhi,1,1,1995,50.7
Asia,India,NULL,Delhi,3,1,1995,61.7
Asia,India,NULL,Delhi,4,1,1995,74.9
Asia,India,NULL,Delhi,5,1,1995,90.8
Asia,India,NULL,Delhi,6,1,1995,98.2
Asia,India,NULL,Delhi,11,1,1995,70.5
Asia,India,NULL,Delhi,12,1,1995,55.7
Asia,India,NULL,Delhi,7,1,1995,93.8
Asia,India,NULL,Delhi,8,1,1995,85.1
Asia,India,NULL,Delhi,9,1,1995,86.1
Asia,India,NULL,Delhi,10,1,1995,86.2
Asia,India,NULL,Delhi,2,1,1995,58
Asia,Indonesia,NULL,Jakarta,1,1,1995,85
Asia,Indonesia,NULL,Jakarta,9,1,1995,-99
Asia,Indonesia,NULL,Jakarta,10,1,1995,-99
